ParserFlags	Ch	Counter	T/R	Time	Flags	CAN ID	Len	Data	
1	0	26	TX	22459523		0x00000797	8	0x02 10 81 00 00 00 00 00 	
1	0	34	TX	22459540		0x0000079a	8	0x02 50 81 00 00 00 00 00 	
1	0	27	TX	22459540		0x00000797	8	0x02 10 c0 00 00 00 00 00 	
1	0	35	TX	22459556		0x0000079a	8	0x02 50 c0 00 00 00 00 00 	
1	0	28	TX	22459556		0x00000797	8	0x03 14 ff 00 00 00 00 00 	
1	0	36	TX	22459573		0x0000079a	8	0x03 54 ff 00 00 00 00 00 	
1	0	29	TX	22460377		0x00000797	8	0x03 17 ff 00 00 00 00 00 	
1	0	37	TX	22460382		0x0000079a	8	0x02 57 00 00 00 00 00 00 	
1	0	1	TX	22463174		0x0000071d	8	0x02 10 c0 ff ff ff ff ff 	
1	0	1	TX	22463234		0x0000072d	8	0x02 50 c0 ff ff ff ff ff 	
1	0	2	TX	22463268		0x0000071d	8	0x02 3b 00 ff ff ff ff ff 	
1	0	2	TX	22463296		0x0000072d	8	0x06 7b 00 40 01 40 03 ff 	
1	0	3	TX	22463303		0x0000071d	8	0x02 3b 20 ff ff ff ff ff 	
1	0	3	TX	22463323		0x0000072d	8	0x06 7b 20 00 00 02 81 ff 	
1	0	4	TX	22463329		0x0000071d	8	0x02 3b 40 ff ff ff ff ff 	
1	0	4	TX	22463347		0x0000072d	8	0x06 7b 40 02 00 00 00 ff 	
1	0	5	TX	22463354		0x0000071d	8	0x02 10 81 ff ff ff ff ff 	
1	0	5	TX	22463373		0x0000072d	8	0x02 50 81 ff ff ff ff ff 	
1	0	1	TX	22463384		0x0000071e	8	0x02 10 c0 ff ff ff ff ff 	
1	0	1	TX	22463424		0x0000072e	8	0x02 50 c0 ff ff ff ff ff 	
1	0	2	TX	22463442		0x0000071e	8	0x02 3b 00 ff ff ff ff ff 	
1	0	2	TX	22463463		0x0000072e	8	0x06 7b 00 40 01 40 03 ff 	
1	0	3	TX	22463468		0x0000071e	8	0x02 3b 20 ff ff ff ff ff 	
1	0	3	TX	22463497		0x0000072e	8	0x06 7b 20 00 00 02 81 ff 	
1	0	4	TX	22463504		0x0000071e	8	0x02 3b 40 ff ff ff ff ff 	
1	0	4	TX	22463542		0x0000072e	8	0x06 7b 40 02 00 00 00 ff 	
1	0	5	TX	22463548		0x0000071e	8	0x02 10 81 ff ff ff ff ff 	
1	0	5	TX	22463575		0x0000072e	8	0x02 50 81 ff ff ff ff ff 	
1	0	6	TX	22463581		0x0000071d	8	0x02 10 c0 ff ff ff ff ff 	
1	0	6	TX	22463604		0x0000072d	8	0x02 50 c0 ff ff ff ff ff 	
1	0	7	TX	22463609		0x0000071d	8	0x02 21 07 ff ff ff ff ff 	
1	0	7	TX	22463636		0x0000072d	8	0x06 61 07 04 00 00 00 ff 	
1	0	8	TX	22463642		0x0000071d	8	0x02 10 81 ff ff ff ff ff 	
1	0	8	TX	22463697		0x0000072d	8	0x02 50 81 ff ff ff ff ff 	
1	0	6	TX	22463702		0x0000071e	8	0x02 10 c0 ff ff ff ff ff 	
1	0	6	TX	22463724		0x0000072e	8	0x02 50 c0 ff ff ff ff ff 	
1	0	7	TX	22463729		0x0000071e	8	0x02 21 01 ff ff ff ff ff 	
1	0	7	TX	22463752		0x0000072e	8	0x10 37 61 01 88 00 00 00 	
1	0	8	TX	22463758		0x0000071e	8	0x30 00 0a ff ff ff ff ff 	
1	0	8	TX	22463783		0x0000072e	8	0x21 00 00 00 00 00 20 00 	
1	0	9	TX	22463828		0x0000072e	8	0x22 00 00 00 00 00 00 00 	
1	0	10	TX	22463855		0x0000072e	8	0x23 00 00 00 00 00 00 00 	
1	0	11	TX	22463886		0x0000072e	8	0x24 00 00 00 00 00 00 00 	
1	0	12	TX	22463919		0x0000072e	8	0x25 00 00 00 00 00 00 00 	
1	0	13	TX	22463990		0x0000072e	8	0x26 00 00 00 00 00 00 00 	
1	0	14	TX	22464016		0x0000072e	8	0x27 00 00 00 00 00 00 00 	
1	0	9	TX	22464023		0x0000071e	8	0x02 10 81 ff ff ff ff ff 	
1	0	15	TX	22464046		0x0000072e	8	0x02 50 81 ff ff ff ff ff 	
